Temperature,H+,"H2,aq","CO2,aq",NH4+,log K(T),log Q(T),Affinity/n(H2),log K(T),log Q(T),Affinity/n(H2),log K(T),log Q(T),Affinity/n(H2),pka1,pka2,Affinity (tot),,pH
299.973,-10.1435,-0.7192,-3.17667,-12.22827,1.7219,20.07348,-33.56402273,-1.2905,9.92998,-20.52163605,-7.6178,-0.21352,-13.54201776,3.0298,6.3098,-13.58677282,,10.1435
299.913,-10.14331,-0.71918,-3.17746,-12.22758,1.7274,20.07504,-33.55330364,-1.2846,9.93173,-20.51189833,-7.6125,-0.21158,-13.53445544,3.0295,6.3104,-13.579258,,10.1433
299.725,-10.1427,-0.71913,-3.17997,-12.22541,1.7449,20.0801,-33.51955386,-1.2663,9.9374,-20.48207958,-7.596,-0.2053,-13.51133158,3.0286,6.3123,-13.55628614,,10.1427
299.133,-10.14081,-0.71897,-3.18791,-12.21857,1.7998,20.09612,-33.41391014,-1.2086,9.95531,-20.38824668,-7.5441,-0.1855,-13.43874611,3.0255,6.3183,-13.48418304,,10.1408
297.277,-10.13511,-0.71845,-3.21302,-12.19719,1.9718,20.14695,-33.08497306,-1.0279,10.01184,-20.09609277,-7.3811,-0.12327,-13.21172645,3.016,6.337,-13.25870444,,10.1351
291.57,-10.11977,-0.71689,-3.29237,-12.13179,2.501,20.31024,-32.09454796,-0.4727,10.19047,-19.21640794,-6.8787,0.0707,-12.52371531,2.9874,6.3923,-12.57553906,,10.1198
275,-10.09287,-0.71244,-3.54031,-11.94549,4.0445,20.84106,-29.38139906,1.1434,10.74819,-16.80118833,-5.4053,0.65532,-10.60154548,2.9098,6.5401,-10.66880177,,10.0929
258.839,-10.08997,-0.70822,-3.80631,-11.76967,5.5727,21.43792,-26.93403741,2.7381,11.34795,-14.61675426,-3.9414,1.25798,-8.826873842,2.8403,6.6739,-8.912014855,,10.09
233.93,-10.12726,-0.70193,-4.2622,-11.51286,7.9991,22.51104,-23.48305869,5.2592,12.38378,-11.52891552,-1.619,2.25652,-6.271323036,2.7427,6.8754,-6.393222442,,10.1273
175.149,-10.41788,-0.68904,-5.57937,-11.00244,14.2245,25.87479,-16.6669915,11.6778,15.45691,-5.406422865,4.2795,5.03903,-1.086589265,2.547,7.398,-1.403122976,,10.4179
162.5,-10.52173,-0.68677,-5.91405,-10.91448,15.6804,26.77725,-15.4273077,13.1701,16.25552,-4.289480684,5.6418,5.73379,-0.1278883679,2.5105,7.5281,-0.529066661,,10.5217
99.958,-11.30421,-0.67895,-7.91234,-10.60426,23.6712,32.41498,-10.41085723,21.3045,21.11077,0.2306662989,12.9751,9.80656,3.772649536,2.3667,8.3294,2.345090557,,11.3042
91.07,-11.4623,-0.67898,-8.26261,-10.56987,24.9321,33.43158,-9.878906024,22.5795,21.96928,0.7092558643,14.1082,10.50698,4.185681236,2.3527,8.4712,2.505077483,,11.4623
50,-12.34842,-0.67937,-9.95576,-10.50936,31.2444,38.45286,-7.433602957,28.9238,26.10444,2.907417511,19.669,13.75602,6.097661028,2.3206,9.2549,3.384477185,,12.3484
